Employee ID,Status,Original Hire Date,Pay Group Description,Department,Facility Code,Closest Office,City
12319594,Active,9/9/2024,US BiWeekly,Legal and Corp Governance,VIRTUL,US - Not within 50 miles of an office,Westminster
12319221,Active,9/9/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12319592,Active,9/9/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12319645,Active,9/9/2024,Dayforce Canada,Sales,VIRTUL,CAN - Toronto ON,Toronto
98319593,Active,9/9/2024,US BiWeekly,Implementation,VIRTUL,US - St Petersburg FL,St. Petersburg
72319642,Active,9/9/2024,US BiWeekly,Management,VIRTUL,US - Not within 50 miles of an office,Richmond
72319582,Active,9/9/2024,MYS Monthly (Connected Pay Ascender),Sales,VIRTUL,MYS - Kuala Lumpur,Petaling Jaya
81319251,Active,9/9/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Mississauga
81319595,Active,9/9/2024,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,Jersey City
81319610,Active,9/9/2024,US BiWeekly,Management,VIRTUL,US - Not within 50 miles of an office,Glen Allen
81319607,Active,9/9/2024,US BiWeekly,Human Resources,VIRTUL,US - Not within 50 miles of an office,Fort Worth
81319640,Active,9/9/2024,US BiWeekly,Management,VIRTUL,US - Not within 50 miles of an office,Fairfax
81319641,Active,9/9/2024,US BiWeekly,Management,VIRTUL,US - Not within 50 miles of an office,Conroe
92319571,Active,9/9/2024,Partners/Contractors,Implementation,VIRTUL,,
92319637,Active,9/9/2024,Partners/Contractors,Implementation,VIRTUL,,
92319669,Active,9/9/2024,Partners/Contractors,Technology,VIRTUL,,
92319675,Active,9/9/2024,Partners/Contractors,Technology,VIRTUL,,
92319748,Active,9/9/2024,Partners/Contractors,Implementation,VIRTUL,,
92319665,Active,9/7/2024,Partners/Contractors,Implementation,VIRTUL,,
92319666,Active,9/7/2024,Partners/Contractors,Implementation,VIRTUL,,
92319664,Active,9/6/2024,Partners/Contractors,Implementation,VIRTUL,,
92319652,Active,9/5/2024,Partners/Contractors,Implementation,VIRTUL,,
92319661,Active,9/5/2024,Partners/Contractors,Implementation,VIRTUL,,
92319663,Active,9/5/2024,Partners/Contractors,Implementation,VIRTUL,,
92319577,Active,9/4/2024,Partners/Contractors,Implementation,VIRTUL,,
92319631,Active,9/4/2024,Partners/Contractors,Implementation,VIRTUL,,
92319632,Active,9/4/2024,Partners/Contractors,Implementation,VIRTUL,,
92319633,Active,9/4/2024,Partners/Contractors,Implementation,VIRTUL,,
92319634,Active,9/4/2024,Partners/Contractors,Implementation,VIRTUL,,
92319635,Active,9/4/2024,Partners/Contractors,Implementation,VIRTUL,,
92319636,Active,9/4/2024,Partners/Contractors,Implementation,VIRTUL,,
92319656,Active,9/4/2024,Partners/Contractors,Development,VIRTUL,,
12319220,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Windsor
12319229,Active,9/3/2024,Dayforce Canada,Product,VIRTUL,CAN - Not within 50 miles of an office,Vancouver
12319437,Active,9/3/2024,Dayforce Canada,Sales,VIRTUL,CAN - Not within 50 miles of an office,Vancouver
12319436,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,"Toronto, Ontario, Canada"
12319195,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12319234,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12319340,Active,9/3/2024,Dayforce Canada,Marketing,VIRTUL,CAN - Toronto ON,Toronto
12319341,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12319342,Active,9/3/2024,Dayforce Canada,Sales,VIRTUL,CAN - Toronto ON,Toronto
12319415,Active,9/3/2024,Dayforce Canada,Human Resources,VIRTUL,CAN - Toronto ON,Toronto
12319544,Active,9/3/2024,Dayforce Canada,Marketing,VIRTUL,CAN - Toronto ON,Toronto
98319581,Active,9/3/2024,MYS Monthly (Connected Pay Ascender),Sales,VIRTUL,MYS - Kuala Lumpur,Shah Alam
98319216,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Scarborough
98319412,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Scarborough
98319413,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Scarborough
98319440,Active,9/3/2024,Dayforce Canada,Product,VIRTUL,CAN - Toronto ON,Scarborough
98319568,Active,9/3/2024,Dayforce Canada,Customer Support,VIRTUL,CAN - Not within 50 miles of an office,Saskatoon
72319339,Active,9/3/2024,Dayforce Canada,Marketing,VIRTUL,CAN - Not within 50 miles of an office,Richmond
72319556,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Ottawa
72319574,Active,9/3/2024,Dayforce Canada,Marketing,VIRTUL,CAN - Toronto ON,Ottawa
72319228,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,North York
72319297,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,North York
72319570,Active,9/3/2024,US BiWeekly,Implementation,VIRTUL,US - Not within 50 miles of an office,Newtown
81319222,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Mississauga
81319209,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Milton
81319569,Active,9/3/2024,US BiWeekly,Implementation,VIRTUL,US - Not within 50 miles of an office,McCordsville
81319230,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Halifax
92319224,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Brampton
92319250,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Brampton
92319299,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Brampton
92319210,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Bradford
92319303,Active,9/3/2024,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,Boston
92319219,Active,9/3/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Aurora
81319580,Active,9/3/2024,MYS Monthly (Connected Pay Ascender),Implementation,MYSKL 2A,MYS - Kuala Lumpur,Masai
92319225,Active,9/3/2024,Dayforce Canada,Development,,CAN - Montreal QC,Brossard
98319542,Active,9/2/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Taguig City
98319579,Active,9/2/2024,PHL Dayforce Bi-monthly,Technology,VIRTUL,PHL - Manila 2Asc,Taguig City
98319540,Active,9/2/2024,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,Taguig
98319543,Active,9/2/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila,Siniloan
72319539,Active,9/2/2024,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,Quezon City
72319565,Active,9/2/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Quezon City
72319507,Active,9/2/2024,IND Monthly (ConnectedPay Exc),Technology,VIRTUL,IND - Mumbai,Pune
72319553,Active,9/2/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Olongapo
81319549,Active,9/2/2024,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,Marikina City
81319566,Active,9/2/2024,PHL Dayforce Bi-monthly,Legal and Corp Governance,VIRTUL,PHL - Manila 2Asc,Iloilo City
81319588,Active,9/2/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Ibaan
92319314,Active,9/2/2024,PHL Dayforce Bi-monthly,Technology,VIRTUL,PHL - Manila 2Asc,Cebu City
92319547,Active,9/2/2024,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,Caloocan City
92319548,Active,9/2/2024,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,Caloocan City
92319550,Active,9/2/2024,PHL Dayforce Bi-monthly,Sales,VIRTUL,PHL - Manila 2Asc,Caloocan City
92319551,Active,9/2/2024,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,Biñan
92319615,Active,9/2/2024,Partners/Contractors,M&A Department,VIRTUL,,
98319567,Active,9/2/2024,SGP Monthly (Native),Customer Support,SGPCDAY,SGP - Singapore CDAY,Singapore
12319360,Active,9/2/2024,MAU non-paying,Development,MAUEBE,MAU - Ebene Mauritius,Vallée-Pitot
12319363,Active,9/2/2024,MAU non-paying,Development,MAUEBE,MAU - Ebene Mauritius,Vacoas
98319597,Active,9/2/2024,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Saint Pierre
72319366,Active,9/2/2024,MAU non-paying,Development,MAUEBE,MAU - Ebene Mauritius,Port Louis
72319365,Active,9/2/2024,MAU non-paying,Development,MAUEBE,MAU - Ebene Mauritius,Piton
72319362,Active,9/2/2024,MAU non-paying,Development,MAUEBE,MAU - Ebene Mauritius,Pailles
81319603,Active,9/2/2024,Mauritius Ltd Monthly,Product,MAUEBE,MAU - Ebene Mauritius,Ebene
81319356,Active,9/2/2024,MAU non-paying,Development,MAUEBE,MAU - Ebene Mauritius,Eau-Coulee
98319535,Active,9/2/2024,PHL Dayforce Bi-monthly,Implementation,,,Tagaytay
81319537,Active,9/2/2024,Australia Monthly,Customer Support,,,HOLSWORTHY
92319538,Active,9/2/2024,Australia Monthly,Implementation,,, Carlingford
12319215,Active,9/1/2024,Germany Monthly,Implementation,VIRTUL,DEU - Germany,Vilsbiburg
72319564,Active,9/1/2024,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,Naperville
92319609,Active,9/1/2024,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,Anna
92319626,Active,9/1/2024,Partners/Contractors,Implementation,VIRTUL,,
92319627,Active,9/1/2024,Partners/Contractors,Implementation,VIRTUL,,
72318820,Active,9/1/2024,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Port Louis
92318821,Active,9/1/2024,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Belle Vue Maurel
81319532,Active,9/1/2024,JPN Ascender - Non-paying,Marketing,JPNTYO 2A,JPN - Tokyo 2Asc,Machida-city
92319624,Active,8/30/2024,Partners/Contractors,Marketing,VIRTUL,,
92319625,Active,8/30/2024,Partners/Contractors,Implementation,VIRTUL,,
92319591,Active,8/28/2024,Partners/Contractors,Implementation,VIRTUL,,
12319528,Active,8/26/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
98319499,Active,8/26/2024,US BiWeekly,Product,VIRTUL,US - Not within 50 miles of an office,Rochester
72319512,Active,8/26/2024,US BiWeekly,Customer Success,VIRTUL,US - Not within 50 miles of an office,Richmond
72319498,Active,8/26/2024,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,Nolensville
72319408,Active,8/26/2024,US BiWeekly,Customer Success,VIRTUL,US - Not within 50 miles of an office,Newbury
81319496,Active,8/26/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Markham
81319497,Active,8/26/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Hamilton
81319515,Active,8/26/2024,US BiWeekly,Customer Success,VIRTUL,US - Not within 50 miles of an office,Cumming
92319493,Active,8/26/2024,Partners/Contractors,Implementation,VIRTUL,,
92319534,Active,8/26/2024,Partners/Contractors,Implementation,VIRTUL,,
92319598,Active,8/26/2024,Partners/Contractors,Management,VIRTUL,,
92319599,Active,8/26/2024,Partners/Contractors,Management,VIRTUL,,
92319465,Active,8/26/2024,PHL Dayforce Bi-monthly,Technology,PHLMAN 2A,PHL - Manila 2Asc,Caloocan City
92319586,Active,8/22/2024,Partners/Contractors,Implementation,VIRTUL,,
92319545,Active,8/21/2024,Partners/Contractors,Development,VIRTUL,,
92319576,Active,8/21/2024,Partners/Contractors,Implementation,VIRTUL,,
98319467,Active,8/20/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Taytay
98319453,Active,8/20/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Santa Rosa City
98319459,Active,8/20/2024,PHL Dayforce Bi-monthly,Customer Success,VIRTUL,PHL - Manila 2Asc,San Rafael
72319451,Active,8/20/2024,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,Quezon City
72319461,Active,8/20/2024,PHL Dayforce Bi-monthly,Global Business Operations,VIRTUL,PHL - Manila 2Asc,Quezon City
72319462,Active,8/20/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Pandi
72319452,Active,8/20/2024,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,Navotas
81319460,Active,8/20/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Malabon City
81319457,Active,8/20/2024,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,Imus
92319458,Active,8/20/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Cebu
92319464,Active,8/20/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Carmona
92319455,Active,8/20/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila,Cainta
92319517,Active,8/20/2024,Partners/Contractors,Cybersecurity,VIRTUL,,
92319572,Active,8/20/2024,Partners/Contractors,Technology,VIRTUL,,
81319468,Active,8/20/2024,PHL Dayforce Bi-monthly,Technology,PHLMAN 2A,PHL - Manila 2Asc,Malolos
98319450,Active,8/19/2024,MEX Semi-Monthly,Development,VIRTUL,Mexico,Tlajomulco de Zuniga
98319294,Active,8/19/2024,Dayforce Canada,Marketing,VIRTUL,CAN - Toronto ON,Scarborough
98319587,Active,8/19/2024,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,San Francisco
72319445,Active,8/19/2024,US BiWeekly,Human Resources,VIRTUL,US - Not within 50 miles of an office,Orlando
81319484,Active,8/19/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Mississauga
81319449,Active,8/19/2024,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,Miami
81319446,Active,8/19/2024,Dayforce Canada,Sales,VIRTUL,CAN - Toronto ON,London
81319448,Active,8/19/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Kitchener
81319482,Active,8/19/2024,US BiWeekly,Product,VIRTUL,US - Not within 50 miles of an office,Fairport
81319485,Active,8/19/2024,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,Duxbury
92319447,Active,8/19/2024,Dayforce Canada,Implementation,VIRTUL,CAN - Not within 50 miles of an office,Calgary
92319443,Active,8/19/2024,Partners/Contractors,Implementation,VIRTUL,,
92319524,Active,8/19/2024,Partners/Contractors,M&A Department,VIRTUL,,
98319194,Active,8/19/2024,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Rose-Belle
98319495,Active,8/19/2024,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Rose-Belle
81319492,Active,8/19/2024,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Congomah
81319347,Active,8/19/2024,US BiWeekly,Marketing,FLPCBS,US - Not within 50 miles of an office,Kissimmee
12319470,Active,8/19/2024,Australia Monthly,Customer Support,,,Yallambie
98319324,Active,8/19/2024,UK Monthly (Native),Implementation,,,Stockport
92319521,Active,8/16/2024,Partners/Contractors,Implementation,VIRTUL,,
92319546,Active,8/16/2024,Partners/Contractors,Marketing,VIRTUL,,
12319319,Active,8/16/2024,JPN Ascender - Non-paying,Customer Support,JPNTYO 2A,JPN - Tokyo 2Asc,Yokohama
92319516,Active,8/15/2024,Partners/Contractors,Legal and Corp Governance,VIRTUL,,
92319529,Active,8/15/2024,Partners/Contractors,Development,VIRTUL,,
92319533,Active,8/15/2024,Partners/Contractors,Implementation,VIRTUL,,
92319522,Active,8/14/2024,Partners/Contractors,Implementation,VIRTUL,,
12319411,Active,8/13/2024,US BiWeekly,Marketing,VIRTUL,US - Not within 50 miles of an office,Woodland Hills
92319513,Active,8/13/2024,Partners/Contractors,Implementation,VIRTUL,,
92319514,Active,8/13/2024,Partners/Contractors,Implementation,VIRTUL,,
12319326,Active,8/13/2024,IND Monthly (ConnectedPay Exc),Product,INDBAN,IND - Bangalore,Tumkur
12319392,Active,8/12/2024,Australia Monthly,Implementation,VIRTUL,AUS - Sydney NSW,Zetland
98319410,Active,8/12/2024,US BiWeekly,Sales,VIRTUL,US - Fountain Valley CA,San Clemente
42319409,Active,8/12/2024,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,Missouri City
81319400,Active,8/12/2024,Dayforce Canada,Technology,VIRTUL,CAN - Toronto ON,Mississauga
81319379,Active,8/12/2024,US BiWeekly,Human Resources,VIRTUL,US - Not within 50 miles of an office,Longview
81319382,Active,8/12/2024,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,Lake Geneva
81319435,Active,8/12/2024,US BiWeekly,Marketing,VIRTUL,US - Fountain Valley CA,Huntington Beach
81319488,Active,8/12/2024,Germany Monthly,Human Resources,VIRTUL,DEU - Germany,Friolzheim
81319406,Active,8/12/2024,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,Des Moines
81319407,Active,8/12/2024,US BiWeekly,Implementation,VIRTUL,US - Fountain Valley CA,Corona
92319417,Active,8/12/2024,US BiWeekly,Marketing,VIRTUL,US - Not within 50 miles of an office,Charlotte
92319403,Active,8/12/2024,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Burnaby
92319469,Active,8/12/2024,New Zealand Monthly,Implementation,VIRTUL,NZ - Not within 50 miles of an office,Auckland
92319487,Active,8/12/2024,Partners/Contractors,Customer Support,VIRTUL,,
92319501,Active,8/12/2024,Partners/Contractors,Implementation,VIRTUL,,
92319502,Active,8/12/2024,Partners/Contractors,Implementation,VIRTUL,,
92319503,Active,8/12/2024,Partners/Contractors,Implementation,VIRTUL,,
92319504,Active,8/12/2024,Partners/Contractors,Implementation,VIRTUL,,
92319505,Active,8/12/2024,Partners/Contractors,Implementation,VIRTUL,,
72319456,Active,8/12/2024,IND Monthly (ConnectedPay Exc),Customer Support,INDNOI,IND - Noida,Noida
92319479,Active,8/12/2024,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,Chennai
72319393,Active,8/12/2024,Australia Monthly,Sales,,,Rhodes
81319401,Active,8/12/2024,Dayforce Canada,Implementation,,CAN - Montreal QC,Ile Bizard
92319394,Active,8/12/2024,Australia Monthly,Implementation,,,Bonbeach
92319490,Active,8/9/2024,Partners/Contractors,Technology,VIRTUL,,
92319471,Active,8/7/2024,Partners/Contractors,Customer Support,INDNOI,,
72319335,Active,8/6/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Richmond Hill
81319336,Active,8/6/2024,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Mississauga
92319334,Active,8/6/2024,Dayforce Canada,Technology,VIRTUL,CAN - Toronto ON,Brampton
98319318,Active,8/5/2024,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,Taguig City
98319332,Active,8/5/2024,US BiWeekly,Implementation,VIRTUL,US - Not within 50 miles of an office,Sullivan
98319346,Active,8/5/2024,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,St Augustine
98319312,Active,8/5/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,San Pedro City
98319317,Active,8/5/2024,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,San Mateo
98319367,Active,8/5/2024,US BiWeekly,Technology,VIRTUL,US - Not within 50 miles of an office,San Jose
72319381,Active,8/5/2024,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,Richmond
72319311,Active,8/5/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Quezon City
72319333,Active,8/5/2024,US BiWeekly,Customer Support,VIRTUL,US - Fountain Valley CA,Placentia
72319322,Active,8/5/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Opong Tolosa Leyte
72319323,Active,8/5/2024,IND Monthly (ConnectedPay Exc),Customer Support,VIRTUL,IND - Bangalore,Mysore 
42319306,Active,8/5/2024,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,Muntinlupa City
81319305,Active,8/5/2024,MYS Monthly (Connected Pay Ascender),Sales,VIRTUL,MYS - Kuala Lumpur,"Kuala Lumpur, Federal Territory of Kuala Lumpur"
81319331,Active,8/5/2024,US BiWeekly,Finance,VIRTUL,US - Not within 50 miles of an office,Joelton
81319330,Active,8/5/2024,US BiWeekly,Marketing,VIRTUL,US - Not within 50 miles of an office,Hollywood
81319329,Active,8/5/2024,US BiWeekly,Transformation,VIRTUL,US - Not within 50 miles of an office,Fort Mill
81319316,Active,8/5/2024,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,Compostela
92319308,Active,8/5/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Caloocan City
92319307,Active,8/5/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Cainta
92319315,Active,8/5/2024,PHL Dayforce Bi-monthly,Development,VIRTUL,PHL - Manila 2Asc,Cainta
92319313,Active,8/5/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Cabuyao
92319613,Active,8/5/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Bocaue
92319310,Parental Leave,8/5/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Antipolo City
92319368,Active,8/5/2024,Partners/Contractors,Implementation,VIRTUL,,
92319428,Active,8/5/2024,Partners/Contractors,M&A Department,VIRTUL,,
72319370,Active,8/5/2024,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Port Louis
72319292,Active,8/5/2024,Mauritius Ltd Monthly,Development,MAUEBE,MAU - Ebene Mauritius,Phoenix
72319395,Active,8/5/2024,Mauritius Ltd Monthly,Development,MAUEBE,MAU - Ebene Mauritius,New Grove
81319177,Active,8/5/2024,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,mahebourg
81319176,Active,8/5/2024,Mauritius Ltd Monthly,Development,MAUEBE,MAU - Ebene Mauritius,Flacq
81319254,Active,8/5/2024,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Curepipe 
98319179,Active,8/5/2024,IND Monthly (ConnectedPay Exc),Customer Support,INDBAN,IND - Bangalore,Shimoga
92319396,Active,8/5/2024,IND Monthly (ConnectedPay Exc),Customer Support,INDBAN,IND - Bangalore,Bangalore
12319328,Active,8/5/2024,US BiWeekly,Implementation,,,Van Buren Twp
98319380,Active,8/5/2024,US BiWeekly,Sales,,,Stilwell
92319441,Active,8/2/2024,Partners/Contractors,Implementation,VIRTUL,,
72319185,Active,8/1/2024,Germany Monthly,Customer Support,VIRTUL,DEU - Germany,Pfullingen
92319397,Active,8/1/2024,Partners/Contractors,M&A Department,VIRTUL,,
92319398,Active,8/1/2024,Partners/Contractors,Implementation,VIRTUL,,
92319419,Active,8/1/2024,Partners/Contractors,Implementation,VIRTUL,,
92319420,Active,8/1/2024,Partners/Contractors,Implementation,VIRTUL,,
92319422,Active,8/1/2024,Partners/Contractors,Implementation,VIRTUL,,
92319423,Active,8/1/2024,Partners/Contractors,Implementation,VIRTUL,,
92319425,Active,8/1/2024,Partners/Contractors,Implementation,VIRTUL,,
92319426,Active,8/1/2024,Partners/Contractors,Implementation,VIRTUL,,
81319293,Active,8/1/2024,MYS Monthly (Connected Pay Ascender),Development,MYSKL 2A,MYS - Kuala Lumpur,Kuala lumpur 
72319193,Active,8/1/2024,JPN Ascender - Non-paying,Customer Support,JPNTYO 2A,JPN - Tokyo 2Asc,Nakano
81320651,Active,8/1/2024,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,krishna district
81320657,Active,8/1/2024,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,Hassan
92320650,Active,8/1/2024,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,Bengaluru
92320652,Active,8/1/2024,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,Bengaluru
92320654,Active,8/1/2024,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,Bengaluru
92320659,Active,8/1/2024,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,Bengaluru
92320656,Active,8/1/2024,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,Bangalore
92320658,Active,8/1/2024,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,Bangalore
92320653,Active,8/1/2024,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,Anantapur
92320655,Active,8/1/2024,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,Anantapur
98319399,Active,8/1/2024,DNK Monthly - Nonpaying,Development,DENCPH,Denmark,Rønnede
98319263,Active,8/1/2024,Dayforce CN Monthly,Customer Support,CHNSHACDAY,CHN - Shanghai,Shanghai
98319344,Active,8/1/2024,Dayforce CN Monthly,Implementation,CHNSHACDAY,CHN - Shanghai,Shanghai
12319301,Active,7/29/2024,Dayforce Canada,Transformation,VIRTUL,CAN - Toronto ON,Toronto
98319256,Active,7/29/2024,Dayforce Canada,Sales,VIRTUL,CAN - Not within 50 miles of an office,Surrey
98319271,Active,7/29/2024,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,Socorro
72319272,Active,7/29/2024,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,North York
72319165,Active,7/29/2024,Germany Monthly,Customer Support,VIRTUL,DEU - Germany,Neukieritzsch
81319258,Active,7/29/2024,US BiWeekly,Development,VIRTUL,US - Minneapolis MN,Minneapolis
81319281,Active,7/29/2024,Dayforce Canada,Product,VIRTUL,CAN - Toronto ON,Hamilton
81319273,Active,7/29/2024,MEX Semi-Monthly,Development,VIRTUL,Mexico,Ecatepec de Morelos
92319268,Active,7/29/2024,US BiWeekly,Marketing,VIRTUL,US - Not within 50 miles of an office,Cary
92319267,Active,7/29/2024,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Calgary
92319266,Active,7/29/2024,Partners/Contractors,Implementation,VIRTUL,,
92319429,Active,7/29/2024,Partners/Contractors,Contractors/Partners,VIRTUL,,
92319430,Active,7/29/2024,Partners/Contractors,Contractors/Partners,VIRTUL,,
92319431,Active,7/29/2024,Partners/Contractors,Contractors/Partners,VIRTUL,,
92319432,Active,7/29/2024,Partners/Contractors,Contractors/Partners,VIRTUL,,
92319433,Active,7/29/2024,Partners/Contractors,Contractors/Partners,VIRTUL,,
92319434,Active,7/29/2024,Partners/Contractors,Contractors/Partners,VIRTUL,,
92319077,Active,7/29/2024,IND Monthly (ConnectedPay Exc),Customer Support,INDBAN,IND - Bangalore,Bangalore
98319349,Active,7/29/2024,Dayforce CN Monthly,Implementation,CHNSHACDAY,CHN - Shanghai,Shanghai
92319369,Active,7/25/2024,Partners/Contractors,Implementation,VIRTUL,,
